,Unnamed: 0,file_name,label,text,English,Manually_Labeled
34,34,BG_Tennis_GrigorDimitrov_vs_MarcosBagdatis_YES,YES,"Познавам го много добре.
Играли сме няколко пъти преди това.
Багдатис може да бъде сериозен съперник.
Играта му е много стабилна и постоянна.
Движи се много добре на корта и почти не се отказва.
Гледах мача му с Гофен.
Игра наистина добре.","I know him very well.
We've played a few times before.
Baghdatis can be a serious opponent.
His game is very stable and constant.
He moves very well on the court and almost does not give up.
I watched his match with Goffen.
Game really good.",True
35,35,BG_Tennis_GrigorDimitrov_vs_NikolasBasilashvili_YES,YES,"Трябва да очаквам всичко.
Нямам право да го подценявам.
Гледам да се концентрирам върху играта си.
Мисля, че началото на мача е много важно.","I have to expect everything.
I have no right to underestimate it.
I try to concentrate on my game.
I think the start of the match is very important.",True
36,36,BG_Tennis_GrigorDimitrov_vs_RogerFederer_NO,NO,"Не мога да преценя дали в началото на мача Дуди Села беше контузен.
Опитах се да бъда напълно концентриран и да покажа моята игра.
След първия сет се чувствах много уверен и следвах плана си.
След това Села повика физиотерапевта, а аз просто трябваше да продължа да играя по същия начин както в първия сет.
Федерер е велик играч на трева.
Роджър се е доказал на „Уимбълдън“ повече от веднъж или два пъти.
Всички знаем какво да очакваме от него.
Нека видим кой ще спечели и след това ще мисля за това, което ми предстои.
Честно казано, чувството да премина през първата седмица на „Уимбълдън“ е специално и ме кара да се усмихвам.
Да си във втората седмица на турнир от Големия шлем - това е едно малко постижение за всеки играч.
Оценявам го, но далеч не съм си свършил работата тук.","I can't judge whether Dudi Sela was injured at the beginning of the match.
I tried to be completely focused and show my game.
After the first set I felt very confident and followed my plan.
Then Sella called the physiotherapist, and I just had to keep playing the same way as in the first set.
Federer is a great grass player.
Roger has proven himself at Wimbledon more than once or twice.
We all know what to expect from him.
Let's see who wins and then I will think about what lies ahead.
Honestly, the feeling of going through the first week of Wimbledon is special and makes me smile.
Being in the second week of a Grand Slam tournament is a small achievement for any player.
I appreciate it, but I'm far from done.",True
37,37,BG_Tennis_GrigorDimitrov_vs_StanWawrinka_NO,NO,"Сега оценявам и се радвам на всяка една победа, която постигна.
Наистина не ме интересува срещу кого се изправям, просто искам да побеждавам.
Все пак съм играл срещу всеки от елита.
Сега срещу Стан ще е един много, много важен мач за мен.
Така ще е, защото имах много проблеми през последните два-три месеца.
Трябва да се отбележи, че рамото ми не беше добре, не е добре.
Много неща се промениха за мен.
Да, сега получавам един свеж полъх с тези победи.
Така че те ме карат да се чувствам прекрасно и да гледам с увереност напред.","Now I appreciate and rejoice in every victory you have achieved.
I really don't care who I face, I just want to win.
After all, I played against everyone in the elite.
Now against Stan will be a very, very important match for me.
This will be because I have had a lot of problems in the last two or three months.
It should be noted that my shoulder was not good, not good.
Many things have changed for me.
Yes, now I get a fresh breath with these victories.
So they make me feel great and look forward with confidence.",True
38,38,BG_Tennis_GrigorDimitrov_vs_TommyRobredo_YES,YES,"Ветеран е, ще използва всичко, което има в играта.
Играем във формат 3 от 5 сета.
Със сигурност няма да е лесен мач, но няма лесни мачове в схемата.
Харесвам шансовете си.
Физически се чувствам отлично в момента.","He is a veteran, he will use everything he has in the game.
We play in format 3 of 5 sets.
It will certainly not be an easy match, but there are no easy matches in the scheme.
I like my chances.
Physically, I feel great right now.",True
39,39,BG_Tennis_GrigorDimitrov_vs_ViktorTroicky_YES,YES,"Във всеки един мач трябва да си подготвен.
Всеки един мач е различен от другия, така че трябва да се фокусирам върху играта си и да подобря някои от нещата, които не направих добре вчера.
Всичко влиза в играта.
Тенис мач е, така че трябва да има един победител.","You have to be prepared in every match.
Each game is different from the other, so I need to focus on my game and improve on some of the things I didn't do well yesterday.
Everything comes into play.
It's a tennis match, so there has to be one winner.",True
40,40,BG_Tennis_MariaSharapova_vs_CvetanaPironkova_YES,YES,"Пиронкова е много опитна, особено на трева.
Тя играе вече много време, справи се отлично миналата година на Уимбълдън, така че ще ми бъде трудно срещу нея.
За мен този мач ще бъде много добър тест.","Pironkova is very experienced, especially on grass.
She has been playing for a long time, she did well last year at Wimbledon, so it will be difficult for me against her.
For me, this match will be a very good test.",True
41,41,BG_Tennis_MarioCilic_vs_GrigorDimitrov_NO,NO,"Чувството е добро.
Усещам, че общо взето играх добър тенис.
Демонстрирах прилично ниво.
Втория сет не беше лесен, губех с пробив и Фабиано сервираше за спечелването на сета.
От този момент нататък натиснах педала на газта и започнах да играя по-агресивно.
Ретурите ми също се подобриха.
Третият сет беше страхотен за мен.
Към края на мача играех много силен тенис.
Е, би ми харесало да го направя, но тук има още много други момчета със същата цел.
Засега карам стъпка по стъпка, докато опитвам да играя възможно най-добре.
Искам да продължа да поддържам концентрация и да опитам да вдигна играта си на по-високо ниво за следващия мач.
Да се надяваме, че ще ми се получи през следващите седмици.","The feeling is good.
I feel like I generally played good tennis.
I demonstrated a decent level.
The second set was not easy, I lost with a breakthrough and Fabiano served to win the set.
From that moment on, I pressed the accelerator and started to play more aggressively.
My returns have also improved.
The third set was great for me.
Towards the end of the match I was playing very strong tennis.
Well, I'd love to do it, but there are many other guys here for the same purpose.
For now, I'm driving step by step while trying to play my best.
I want to keep concentrating and try to raise my game to a higher level for the next game.
Let's hope it works out for me in the coming weeks.",True
42,42,BG_Tennis_NikolasBasilashvili_vs_GrigorDimitrov_NO,NO,"Ще бъде труден двубой, защото Димитров е в много добра форма.
Още повече, когато играе пред родна публика в София.
Но със сигурност ще се насладя на мача и нямам търпение той да започне.","It will be a difficult match because Dimitrov is in very good shape.
Even more so when he plays in front of a native audience in Sofia.
But I will definitely enjoy the match and I can't wait for it to start.",True
43,43,BG_Tennis_NovakDjokovic_vs_RafaelNadal_YES,YES,"Това беше един от най-силните ми мачове в Австралия.
Всичко в играта ми функционираше по план от първата минута.
Разбира се, моментът е труден за Люка.
Пожелавам му всичко най-добро до края на сезона.
Той има качествата да бъде играч от Топ 10.
За него днешният двубой беше първи полуфинал в Шлема.
Сигурен съм, че ще си извлече поуки и в бъдеще ще продължава да жъне успехи.
Финалът с Рафа?
Бих си купил билет, за да гледам този мач.
Казвам го, ако някой все още се колебае.
Всеки един финал срещу Надал в Шлема е изживяване, което се помни цял живот.
Не бих пуснал на сина ми запис на финала с Надал от 2012 (бел.ред. мачът продължи 5 часа и 53 минути), защото не искам да стои толкова дълго пред телевизора.
Това беше един от двубоите, които промениха кариерата ми.
Всъщност, с него винаги правим страхотни мачове.
Миналата година на Уимбълдън, когато го победих с 10:8 в петия сет… беше невероятно.
Този двубой ми позволи да си върна увереността.
Рафа играе впечатляващо.
Не е загубил сет от началото на турнира.
Сигурен съм, че ще взривим корта.
Мога да ви обещая, че и двамата ще дадем всичко и хората ще наслаждават на играта ни.
В неделя ще се изправя срещу най-големия си опонент във финал в турнир от Големия шлем.
Какво мога да искам повече?","It was one of my strongest matches in Australia.
Everything in my game worked according to plan from the first minute.
Of course, the moment is difficult for Luke.
I wish him all the best until the end of the season.
He has the qualities to be a Top 10 player.
For him, today's match was the first semifinal in the Slam.
I am sure that he will learn lessons and continue to reap success in the future.
The final with Rafa?
I would buy a ticket to watch this match.
I say it if anyone is still hesitant.
Every final against Nadal in the Helmet is an experience that will be remembered for a lifetime.
I wouldn't play my son a recording of the 2012 final with Nadal (the match lasted 5 hours and 53 minutes) because I don't want him to stay in front of the TV for that long.
It was one of the matches that changed my career.
In fact, we always make great matches with him.
Last year at Wimbledon, when I beat him 10: 8 in the fifth set, it was amazing.
This match allowed me to regain my confidence.
Rafa plays impressively.
He has not lost a set since the beginning of the tournament.
I'm sure we'll blow up the court.
I can promise you that we will both give our best and people will enjoy our game.
On Sunday, I will face my biggest opponent in the final of a Grand Slam tournament.
What more could I want?",True
44,44,BG_Tennis_RafaelNadal_vs_GrigorDimitrov_YES,YES,"Не мога да кажа, че съм възвърнал формата си.
Това не е така, просто започнах добре.
Това е първият ми мач от почти година насам на тази настилка.
Не мога да се преструвам, че не изпитвам никаква болка.
Важното е, че успях да се движа добре по корта и бях уверен в нещата, които правех срещу Агут.
Срещу Димитров ще бъде още един добър тест, така че ще видим.
Трябва отново да играя добре.
Имам нужда да играя мачове, да прекарвам повече време на корта и, разбира се, победите помагат.
Всяка победа носи положителна енергия, увереност в играта и възможностите на тялото.
И това е, от което имам нужда сега.","I can't say that I have regained my shape.
That's not the case, I just started well.
This is my first match in almost a year on this surface.
I can't pretend I'm not in any pain.
The important thing is that I managed to move well on the court and I was confident in the things I was doing against Agut.
There will be another good test against Dimitrov, so we'll see.
I have to play well again.
I need to play matches, spend more time on the court and, of course, victories help.
Every victory brings positive energy, confidence in the game and the capabilities of the body.
And that's what I need now.",True
45,45,BG_Tennis_RogerFederer_vs_DominicThiem_NO,NO,"Той няма как да не вкара всяка топка в корта в мач на клей.
Понякога това може да се случи на много бърз корт.
Той може да страда малко повече, ако си способен да го пресираш и през цялото време да го поставяш под напрежение.
На клей обаче не си представяш как това би станало, така че трябва да намеря решение.
Тийм играе страхотно.
Последно спечели в Барселона, а преди това и в Индиън Уелс.
Видях какво може и на по-бавните твърди кортове, не че исках да го доказва.
Но все пак мисля, че да победиш Рафа в Барселона е постижение.
Въпреки това все още смятам, че Рафа е мерната единица на клей, а не Доминик.
Ще видим обаче какво ще се случи.","He can't help but score every ball on the court in a clay match.
Sometimes this can happen on a very fast court.
He may suffer a little more if you are able to press him and put him under pressure all the time.
However, you can't imagine how this would happen, so I have to find a solution.
Team plays great.
He last won in Barcelona, ​​and before that in Indian Wells.
I saw what I could do on slower hard courts, not that I wanted to prove it.
But I still think that beating Rafa in Barcelona is an achievement.
However, I still think that Rafa is the unit of measurement of glue, not Dominic.
But we will see what happens.",True
46,46,BG_Tennis_RogerFederer_vs_GrigorDimitrov_YES,YES,"Всеки път когато играем, Григор е още по-силен от предишния път.
Той е в перфектната възраст, развива играта си по най-добрия начин, много е здрав физически и направи следващата стъпка в психологически план.
С него можеше да играем и на Откритото първенство на Австралия в Мелбърн, като тогава той беше близо до победата срещу Рафа Надал.
Очаквам доста труден двубой.
Ще бъде вълнуващо, Григор прави великолепни удари.
Имах повече проблеми с настинката, отколкото със съперниците ми.","Every time we play, Grigor is even stronger than the last time.
He is at the perfect age, develops his game in the best way, is very physically healthy and took the next step psychologically.
We could also play with him at the Australian Open in Melbourne, when he was close to victory against Rafa Nadal.
I expect a very difficult match.
It will be exciting, Grigor makes great shots.
I had more problems with the common cold than with my rivals.",True
47,47,BG_Tennis_StanWawrinka_vs_GrigorDimitrov_YES,YES,"Знам колко добре мога да играя.
Доволен съм от начина си на представяне.
Бях наистина агресивен и се движех по корта много по-добре отколкото в първия кръг.
Харесват ми условията за игра.
Знам колко успешен мога да съм тук.
В тренировките успявах да се натоварвам подобно на такъв мач.
Много съм доволен, но това е само един двубой.
Искам да съм готов за следващия.
След операцията на коляното ми отне време, за да вляза в оптимално физическо състояние да играя като днес.","I know how well I can play.
I am pleased with the way I present myself.
I was really aggressive and moved around the court much better than in the first round.
I like the playing conditions.
I know how successful I can be here.
In training I managed to work out like such a match.
I'm very happy, but this is just a match.
I want to be ready for the next one.
After the knee operation, it took me a while to get in optimal physical condition to play like today.",True
48,48,BG_Tennis_StefanosCicipas_vs_RafaelNadal_NO,NO,"Гледал съм поне един милион негови мачове на клей и познавам отлично начина му на игра.
Мога да предположа как ще действа във финалния мач и си мисля, че няма с какво да ме изненада.","I've watched at least a million of his clay court matches and I know his way of playing very well.
I can guess how he will act in the final match and I think he has nothing to surprise me with.",True
49,49,BG_Tennis_TommyRobredo_vs_GrigorDimitrov_NO,NO,"Ще съм готов каквото и да ми предложи Григор.
Ако смята, че условията тук ще му помогнат - така да бъде.
Ако кортът е бърз, ще съм доволен.
Ако е бавен, пак ще съм доволен.
Нямам проблеми и да вали дъжд.
Да, победих Григор в Мароко, но сега той знае какво да очаква, така че се готвя се за тежък мач.","I will be ready for anything Grigor offers me.
If he thinks the conditions here will help him, so be it.
If the court is fast, I will be happy.
If it's slow, I'll be happy again.
I have no problems with rain.
Yes, I beat Grigor in Morocco, but now he knows what to expect, so I'm getting ready for a tough match.",True
